time_utc,txid,direction,spent_from_addr_sats,paid_to_addr_sats,vin_count,vout_count,fee_sats
2023-10-19T11:22:51Z,164f311dea5ac820de0b52677d0e3ce5673bad6e5a45df8d994513588505b187,in,0,649998240,1,1,1760
2026-03-11T22:02:44Z,4fadadf21aa579fa6b2ee370c903b1220ce1c815598ddb3110b8a2087ebd83e5,in,0,294,1,1,36
